Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Beromünster;6215;0;Beromünster;1081;LU;2657163.743999999;1228728.0320000015;de
Schwarzenbach LU;6215;2;Beromünster;1081;LU;2658604.2289999984;1231727.8539999984;de
Gunzwil;6222;0;Beromünster;1081;LU;2656137.3440000005;1229186.5469999984;de
Büron;6233;0;Büron;1082;LU;2649414.614;1229516.5940000005;de
Buttisholz;6018;0;Buttisholz;1083;LU;2649781.6149999984;1218415.3280000016;de
Eich;6205;0;Eich;1084;LU;2655432.6790000014;1222705.1909999996;de
Geuensee;6232;0;Geuensee;1085;LU;2650883.197999999;1227717.2159999982;de
Grosswangen;6022;0;Grosswangen;1086;LU;2646386.4340000004;1220437.5300000012;de
Hildisrieden;6024;0;Hildisrieden;1088;LU;2660008.4679999985;1222488.4169999994;de
St. Erhard;6212;0;Knutwil;1089;LU;2648175.4750000015;1225942.2749999985;de
Knutwil;6213;0;Knutwil;1089;LU;2648050.541000001;1228046.2729999982;de
Kaltbach;6212;2;Mauensee;1091;LU;2647007.800999999;1226056.245000001;de
Mauensee;6216;0;Mauensee;1091;LU;2647644.2459999993;1224276.8029999994;de
Hellbühl;6016;0;Neuenkirch;1093;LU;2657591.6849999987;1213513.5150000006;de
Sempach Station;6203;0;Neuenkirch;1093;LU;2657445.511;1218629.0240000002;de
Neuenkirch;6206;0;Neuenkirch;1093;LU;2658070.34;1216832.4279999994;de
Nottwil;6207;0;Nottwil;1094;LU;2652742.2289999984;1220609.8660000004;de
Oberkirch LU;6208;0;Oberkirch;1095;LU;2651314.094999999;1223282.2430000007;de
Pfeffikon LU;5735;0;Rickenbach (LU);1097;LU;2655942.5819999985;1233470.1020000018;de
Rickenbach LU;6221;0;Rickenbach (LU);1097;LU;2654105.837000001;1230125.2019999996;de
Ruswil;6017;0;Ruswil;1098;LU;2652245.447999999;1215129.329;de
Sigigen;6019;0;Ruswil;1098;LU;2652910.313000001;1212714.7419999987;de
Schenkon;6214;0;Schenkon;1099;LU;2652831.4109999985;1224933.6290000007;de
Schlierbach;6231;0;Schlierbach;1100;LU;2650844.5199999996;1230781.2699999996;de
Sempach;6204;0;Sempach;1102;LU;2657216.403999999;1220684.3079999983;de
Sursee;6210;0;Sursee;1103;LU;2650852.3889999986;1224923.9250000007;de
Triengen;6234;0;Triengen;1104;LU;2648365.526999999;1231657.9070000015;de
Kulmerau;6234;1;Triengen;1104;LU;2649112.0529999994;1233987.2980000004;de
Winikon;6235;0;Triengen;1104;LU;2646239.7239999995;1231996.9340000004;de
Wilihof;6236;0;Triengen;1104;LU;2647429;1230617.0540000014;de
Wolhusen;6110;0;Wolhusen;1107;LU;2648329.8539999984;1212275.1479999982;de
Steinhuserberg;6114;0;Wolhusen;1107;LU;2646188.204;1210392.2490000017;de
Alberswil;6248;0;Alberswil;1121;LU;2642366.0430000015;1222223.1779999994;de
Altbüron;6147;0;Altbüron;1122;LU;2633639.478;1225534.8299999982;de
Ebersecken;6245;0;Altishofen;1123;LU;2637462.6130000018;1225858.7199999988;de
Altishofen;6246;0;Altishofen;1123;LU;2639531.5529999994;1227980.5830000006;de
Buchs LU;6211;1;Dagmersellen;1125;LU;2645348.822999999;1227945.822999999;de
Dagmersellen;6252;0;Dagmersellen;1125;LU;2641792.914000001;1229396.370000001;de
Uffikon;6253;0;Dagmersellen;1125;LU;2643911.278999999;1229097.3949999996;de
Egolzwil;6243;0;Egolzwil;1127;LU;2643030.1319999993;1226212.2650000006;de
Kottwil;6217;0;Ettiswil;1128;LU;2645985.8709999993;1223711.5650000013;de
Ettiswil;6218;0;Ettiswil;1128;LU;2643677.063000001;1222111.3339999989;de
Fischbach LU;6145;0;Fischbach;1129;LU;2635583.6380000003;1222897.7930000015;de
Grossdietwil;6146;0;Grossdietwil;1131;LU;2634112.715999998;1224606.375;de
Hergiswil b. Willisau;6133;0;Hergiswil bei Willisau;1132;LU;2639527.754999999;1215118.3379999995;de
Hofstatt;6154;0;Luthern;1135;LU;2636178.0810000002;1214969.0390000008;de
Luthern;6156;0;Luthern;1135;LU;2636297.596999999;1212119.767000001;de
Luthern Bad;6156;2;Luthern;1135;LU;2637134.761;1208682.7600000016;de
Menznau;6122;0;Menznau;1136;LU;2645615.0579999983;1214954.5179999992;de
Geiss;6123;0;Menznau;1136;LU;2646876.210999999;1215653.3480000012;de
Menzberg;6125;0;Menznau;1136;LU;2642532.8940000013;1210168.699000001;de
Nebikon;6244;0;Nebikon;1137;LU;2640623.0139999986;1226836.245000001;de
St. Urban;4915;0;Pfaffnau;1139;LU;2630373.5830000006;1231353.9589999989;de
Pfaffnau;6264;0;Pfaffnau;1139;LU;2634812.0560000017;1230947.686999999;de
Reiden;6260;0;Reiden;1140;LU;2640394.949000001;1232650.9250000007;de
Reidermoos;6260;2;Reiden;1140;LU;2641742.094999999;1233880.6689999998;de
Mehlsecken;6260;4;Reiden;1140;LU;2639405.664000001;1232859.3449999988;de
Langnau b. Reiden;6262;0;Reiden;1140;LU;2639725.546;1231264.4710000008;de
Richenthal;6263;0;Reiden;1140;LU;2638462.3900000006;1229951.8960000016;de
Roggliswil;6265;0;Roggliswil;1142;LU;2633911.8379999995;1229113.2879999988;de
Ohmstal;6143;0;Schötz;1143;LU;2638864.4010000005;1223692.5650000013;de
Schötz;6247;0;Schötz;1143;LU;2641725.3150000013;1224419.011;de
Ufhusen;6153;0;Ufhusen;1145;LU;2635011.75;1218610.9389999993;de
Wauwil;6242;0;Wauwil;1146;LU;2644258.954999998;1226313.4589999989;de
Wikon;4806;0;Wikon;1147;LU;2640003.4690000005;1234836.0089999996;de
Hintermoos;6260;3;Wikon;1147;LU;2642363.4800000004;1235620.625;de
Zell LU;6144;0;Zell (LU);1150;LU;2636716.1970000006;1221116.4970000014;de
Hüswil;6152;0;Zell (LU);1150;LU;2635199.778999999;1219758.9649999999;de
Daiwil;6126;0;Willisau;1151;LU;2643590.170000002;1216391.9169999994;de
Willisau;6130;0;Willisau;1151;LU;2641817.1959999986;1218918.0080000013;de
Rohrmatt;6132;0;Willisau;1151;LU;2641494.5670000017;1214730.607999999;de
Gettnau;6142;0;Willisau;1151;LU;2640307.166000001;1221379.449000001;de
Altdorf UR;6460;0;Altdorf (UR);1201;UR;2691739.1920000017;1193170.4079999998;de
Andermatt;6490;0;Andermatt;1202;UR;2688730.9389999993;1165164.699000001;de
Attinghausen;6468;0;Attinghausen;1203;UR;2690376.899;1191109.0329999998;de
Bürglen UR;6463;0;Bürglen (UR);1205;UR;2693292.228;1192292.0410000011;de
Erstfeld;6472;0;Erstfeld;1206;UR;2692465.697999999;1186175.7010000013;de
Flüelen;6454;0;Flüelen;1207;UR;2690664.4340000004;1195605.7740000002;de
Göschenen;6487;0;Göschenen;1208;UR;2687638.34;1169347.3399999999;de
Intschi;6476;0;Gurtnellen;1209;UR;2692519.368999999;1179522.2919999994;de
Gurtnellen;6482;0;Gurtnellen;1209;UR;2690933.0139999986;1177000.9930000007;de
Hospental;6493;0;Hospental;1210;UR;2686865.028999999;1163725.2190000005;de
Isenthal;6461;0;Isenthal;1211;UR;2685500.6050000004;1196245.3889999986;de
Realp;6491;0;Realp;1212;UR;2681469.0720000006;1161383.0980000012;de
Schattdorf;6467;0;Schattdorf;1213;UR;2693040.41;1191049.2089999989;de
Haldi b. Schattdorf;6469;0;Schattdorf;1213;UR;2694274.5579999983;1190820.1999999993;de
Seedorf UR;6462;0;Seedorf (UR);1214;UR;2689325.6889999993;1193212.6259999983;de
Bauen;6466;0;Seedorf (UR);1214;UR;2686731.9860000014;1198856.9050000012;de
Seelisberg;6377;0;Seelisberg;1215;UR;2687278.3330000006;1203147.1640000008;de
Rütli;6441;2;Seelisberg;1215;UR;2687834.460000001;1202600.4730000012;de
Silenen;6473;0;Silenen;1216;UR;2694223.390999999;1183040.1220000014;de
Amsteg;6474;0;Silenen;1216;UR;2694104.7699999996;1180681.6130000018;de
Bristen;6475;0;Silenen;1216;UR;2695659.287999999;1180563.7529999986;de
Sisikon;6452;0;Sisikon;1217;UR;2690207.2930000015;1200346.2850000001;de
Spiringen;6464;0;Spiringen;1218;UR;2698327.2939999998;1191906.2140000015;de
Urnerboden;8751;0;Spiringen;1218;UR;2711553.3759999983;1194134.3509999998;de
Unterschächen;6465;0;Unterschächen;1219;UR;2701395.572999999;1190867.7239999995;de
Wassen UR;6484;0;Wassen;1220;UR;2688481.118999999;1173446.761;de
Meien;6485;0;Wassen;1220;UR;2684911.101;1175545.9010000005;de
Bennau;8836;0;Einsiedeln;1301;SZ;2697933.5890000015;1222763.2479999997;de
Einsiedeln;8840;0;Einsiedeln;1301;SZ;2699480.8189999983;1220540.0610000007;de
Trachslau;8840;2;Einsiedeln;1301;SZ;2697685.522999998;1217110.9349999987;de
Gross;8841;0;Einsiedeln;1301;SZ;2701525.5540000014;1219185.0199999996;de
Euthal;8844;0;Einsiedeln;1301;SZ;2704596.8680000007;1217000.0500000007;de
Willerzell;8846;0;Einsiedeln;1301;SZ;2702838.4340000004;1220761.3409999982;de
Egg SZ;8847;0;Einsiedeln;1301;SZ;2701756.4860000014;1224241.2859999985;de
Rigi Scheidegg;6410;5;Gersau;1311;SZ;2682274.585000001;1209038.2639999986;de
Gersau;6442;0;Gersau;1311;SZ;2682787.601;1205215.015999999;de
Schindellegi;8834;0;Feusisberg;1321;SZ;2696582.379999999;1225607.7690000013;de
Feusisberg;8835;0;Feusisberg;1321;SZ;2699214.4750000015;1227135.1579999998;de
Hurden;8640;3;Freienbach;1322;SZ;2703565.443;1230162.921;de
Bäch SZ;8806;0;Freienbach;1322;SZ;2698042.465;1228915.8889999986;de
Freienbach;8807;0;Freienbach;1322;SZ;2700150.3049999997;1229108.359000001;de
Pfäffikon SZ;8808;0;Freienbach;1322;SZ;2701481.465;1228580.697999999;de
Wollerau;8832;0;Freienbach;1322;SZ;2699555.1389999986;1228088.4739999995;de
Wilen b. Wollerau;8832;2;Freienbach;1322;SZ;2698202.039000001;1228150.3110000007;de
Wollerau;8832;0;Wollerau;1323;SZ;2697009.5700000003;1228015.3399999999;de
Merlischachen;6402;0;Küssnacht (SZ);1331;SZ;2673637.5430000015;1213271.9439999983;de
Küssnacht am Rigi;6403;0;Küssnacht (SZ);1331;SZ;2676050.7080000006;1214860.6939999983;de
Immensee;6405;0;Küssnacht (SZ);1331;SZ;2677651.783;1216582.5890000015;de
Altendorf;8852;0;Altendorf;1341;SZ;2705506.2540000007;1227714.0960000008;de
Galgenen;8854;2;Galgenen;1342;SZ;2708806.546;1226701.4140000008;de
Innerthal;8858;0;Innerthal;1343;SZ;2712379.5650000013;1218305.7289999984;de
Lachen SZ;8853;0;Lachen;1344;SZ;2707535.9690000005;1228362.0639999993;de
Reichenburg;8864;0;Reichenburg;1345;SZ;2716409.8660000004;1225636.9180000015;de
Siebnen;8854;0;Schübelbach;1346;SZ;2710558.9860000014;1226049.2219999991;de
Schübelbach;8862;0;Schübelbach;1346;SZ;2712917.2069999985;1225769.6070000008;de
Buttikon SZ;8863;0;Schübelbach;1346;SZ;2714823.2859999985;1225863.7529999986;de
Tuggen;8856;0;Tuggen;1347;SZ;2713786.9219999984;1229147.3839999996;de
Vorderthal;8857;0;Vorderthal;1348;SZ;2710851.1160000004;1220114.572999999;de
Wangen SZ;8855;0;Wangen (SZ);1349;SZ;2710407.4230000004;1227889.9809999987;de
Alpthal;8849;0;Alpthal;1361;SZ;2697032.789000001;1214090.3339999989;de
Goldau;6410;0;Arth;1362;SZ;2684063.045000002;1211212.2289999984;de
Rigi Klösterli;6410;2;Arth;1362;SZ;2679571.4809999987;1210805.625;de
Rigi Staffel;6410;3;Arth;1362;SZ;2678763.4690000005;1211927.0659999996;de
Rigi Kulm;6410;4;Arth;1362;SZ;2679338.199000001;1212100.0839999989;de
Oberarth;6414;0;Arth;1362;SZ;2683191.818;1212253.7080000006;de
Arth;6415;0;Arth;1362;SZ;2682383.6510000005;1213076.664999999;de
Illgau;6434;0;Illgau;1363;SZ;2697727.484000001;1204861.1530000009;de
Brunnen;6440;0;Ingenbohl;1364;SZ;2688736.101;1205475.1669999994;de
Lauerz;6424;0;Lauerz;1365;SZ;2686753.7360000014;1210004.265999999;de
Stoos SZ;6433;0;Morschach;1366;SZ;2693269.903999999;1203993.3409999982;de
Morschach;6443;0;Morschach;1366;SZ;2689906.8500000015;1204072.7729999982;de
Muotathal;6436;0;Muotathal;1367;SZ;2700531.223000001;1203787.1600000001;de
Bisisthal;6436;2;Muotathal;1367;SZ;2706036.9010000005;1200145.261;de
Ried (Muotathal);6436;3;Muotathal;1367;SZ;2697013.522999998;1204711.1559999995;de
Oberiberg;8843;0;Oberiberg;1368;SZ;2702428.0650000013;1210953.4549999982;de
Riemenstalden;6452;2;Riemenstalden;1369;SZ;2693464.9499999993;1200275.8550000004;de
Rothenthurm;6418;0;Rothenthurm;1370;SZ;2693856.534000002;1217858.1479999982;de
Sattel;6417;0;Sattel;1371;SZ;2691055.1169999987;1215443.710000001;de
Seewen SZ;6423;0;Schwyz;1372;SZ;2690625.688000001;1209434.8029999994;de
Schwyz;6430;0;Schwyz;1372;SZ;2692371.7129999995;1208527.2030000016;de
Rickenbach b. Schwyz;6432;0;Schwyz;1372;SZ;2693305.079999998;1207990.886;de
Ibach;6438;0;Schwyz;1372;SZ;2691718.1270000003;1207571.5879999995;de
Steinen;6422;0;Steinen;1373;SZ;2689245.4349999987;1211672.8390000015;de
Steinerberg;6416;0;Steinerberg;1374;SZ;2687124.6220000014;1211864.3599999994;de
Unteriberg;8842;0;Unteriberg;1375;SZ;2703673.9990000017;1212606.1539999992;de
Studen SZ;8845;0;Unteriberg;1375;SZ;2705955.7309999987;1214538.8079999983;de
Pilatus Kulm;6010;2;Alpnach;1401;OW;2662090.585999999;1203455.3740000017;de
Alpnachstad;6053;0;Alpnach;1401;OW;2663772.2479999997;1200633.7470000014;de
Alpnach Dorf;6055;0;Alpnach;1401;OW;2663438.2710000016;1199223.4420000017;de
Grafenort;6388;0;Engelberg;1402;OW;2671188.954999998;1191465.493999999;de
Engelberg;6390;0;Engelberg;1402;OW;2673650.284000002;1185458.6429999992;de
Giswil;6074;0;Giswil;1403;OW;2656655.947999999;1187569.9899999984;de
Kerns;6064;0;Kerns;1404;OW;2664125.636;1194883.0700000003;de
St. Niklausen OW;6066;0;Kerns;1404;OW;2664390.829999998;1191837.7529999986;de
Melchtal;6067;0;Kerns;1404;OW;2665162.068;1187325.6950000003;de
Melchsee-Frutt;6068;0;Kerns;1404;OW;2663426.6039999984;1180600.5780000016;de
Lungern;6078;0;Lungern;1405;OW;2655009.6669999994;1181515.2729999982;de
Bürglen OW;6078;2;Lungern;1405;OW;2655519.5080000013;1184802.357999999;de
Sachseln;6072;0;Sachseln;1406;OW;2660571.2430000007;1190686.4609999992;de
Flüeli-Ranft;6073;0;Sachseln;1406;OW;2662910.1750000007;1191534.2360000014;de
Kägiswil;6056;0;Sarnen;1407;OW;2662454.7179999985;1196816.1629999988;de
Sarnen;6060;0;Sarnen;1407;OW;2661797.3040000014;1193924.9059999995;de
Ramersberg;6060;2;Sarnen;1407;OW;2660412.4010000005;1194635.0980000012;de
Wilen (Sarnen);6062;0;Sarnen;1407;OW;2659862.969999999;1192597.0329999998;de
Stalden (Sarnen);6063;0;Sarnen;1407;OW;2658684.8440000005;1193206.2140000015;de
Beckenried;6375;0;Beckenried;1501;NW;2678395.767999999;1202071.0989999995;de
Buochs;6374;0;Buochs;1502;NW;2674684.4990000017;1202724.8079999983;de
Dallenwil;6383;0;Dallenwil;1503;NW;2672496.787999999;1198402.745000001;de
Wiesenberg;6383;3;Dallenwil;1503;NW;2670486.335000001;1197520.3280000016;de
Wirzweli;6383;4;Dallenwil;1503;NW;2670579.9329999983;1196220.8960000016;de
Emmetten;6376;0;Emmetten;1504;NW;2682548.454;1201069.9230000004;de
Bürgenstock;6363;2;Ennetbürgen;1505;NW;2671773.846999999;1205561.0379999988;de
Ennetbürgen;6373;0;Ennetbürgen;1505;NW;2674238.844999999;1204217.6510000005;de
Ennetmoos;6372;0;Ennetmoos;1506;NW;2668465.636;1201016.0300000012;de
Hergiswil NW;6052;0;Hergiswil (NW);1507;NW;2665843.9640000015;1204372.2259999998;de
Oberdorf NW;6370;41;Oberdorf (NW);1508;NW;2672159.101;1201267.6110000014;de
Büren NW;6382;0;Oberdorf (NW);1508;NW;2673043.8040000014;1199246.4880000018;de
Niederrickenbach;6383;2;Oberdorf (NW);1508;NW;2676031.4189999998;1197179.7030000016;de
Stans;6370;0;Stans;1509;NW;2670613.506000001;1201233.2840000018;de
Stansstad;6362;0;Stansstad;1510;NW;2668551.033;1203229.2060000002;de
Obbürgen;6363;0;Stansstad;1510;NW;2670135.375;1203801.9039999992;de
Fürigen;6363;1;Stansstad;1510;NW;2669479.140999999;1203829.300999999;de
Kehrsiten;6365;0;Stansstad;1510;NW;2670823.3390000015;1205975.6479999982;de
Wolfenschiessen;6386;0;Wolfenschiessen;1511;NW;2672973.4400000013;1195745.4250000007;de
Oberrickenbach;6387;0;Wolfenschiessen;1511;NW;2675096.8830000013;1193472.9789999984;de
Näfels;8752;0;Glarus Nord;1630;GL;2722853.563000001;1217946.4059999995;de
Mollis;8753;0;Glarus Nord;1630;GL;2724287.7399999984;1217151.3319999985;de
Filzbach;8757;0;Glarus Nord;1630;GL;2728432.829;1220213.5269999988;de
Obstalden;8758;0;Glarus Nord;1630;GL;2729950.0119999982;1219922.2699999996;de
Bilten;8865;0;Glarus Nord;1630;GL;2720297.4109999985;1223345.2149999999;de
Niederurnen;8867;0;Glarus Nord;1630;GL;2722482.392999999;1220673.4310000017;de
Oberurnen;8868;0;Glarus Nord;1630;GL;2722953.8500000015;1219449.6939999983;de
Mühlehorn;8874;0;Glarus Nord;1630;GL;2731586.6000000015;1219937.3770000003;de
Mitlödi;8756;0;Glarus Süd;1631;GL;2724728.984000001;1207904.6739999987;de
Schwanden GL;8762;0;Glarus Süd;1631;GL;2724441.8150000013;1206203.9180000015;de
Schwändi b. Schwanden;8762;2;Glarus Süd;1631;GL;2723805.2060000002;1207356.574000001;de
Sool;8762;3;Glarus Süd;1631;GL;2725263.7650000006;1206833.6530000009;de
Engi;8765;0;Glarus Süd;1631;GL;2730044.9340000004;1204992.7980000004;de
Matt;8766;0;Glarus Süd;1631;GL;2731776.344999999;1202805.0130000003;de
Elm;8767;0;Glarus Süd;1631;GL;2732035.467;1197846.8630000018;de
Nidfurn;8772;0;Glarus Süd;1631;GL;2722679.1440000013;1205243.9499999993;de
Haslen GL;8773;0;Glarus Süd;1631;GL;2723355.7010000013;1204565.6380000003;de
Leuggelbach;8774;0;Glarus Süd;1631;GL;2721919.1400000006;1204095.5599999987;de
Luchsingen;8775;1;Glarus Süd;1631;GL;2721537.3189999983;1202970.7829999998;de
Hätzingen;8775;2;Glarus Süd;1631;GL;2721909.0500000007;1202399.7280000001;de
Diesbach GL;8777;0;Glarus Süd;1631;GL;2721544.7859999985;1201330.3709999993;de
Betschwanden;8777;2;Glarus Süd;1631;GL;2720952.3839999996;1200451.640999999;de
Rüti GL;8782;0;Glarus Süd;1631;GL;2719869.5480000004;1199370.4109999985;de
Linthal;8783;0;Glarus Süd;1631;GL;2719090.5760000013;1198240.9219999984;de
Braunwald;8784;0;Glarus Süd;1631;GL;2718733.2479999997;1200023.1429999992;de
Glarus;8750;0;Glarus;1632;GL;2723644.552000001;1211218.5219999999;de
Riedern;8750;2;Glarus;1632;GL;2722224.3759999983;1212146.0130000003;de
Klöntal;8750;3;Glarus;1632;GL;2714304.7300000004;1209374.300999999;de
Netstal;8754;0;Glarus;1632;GL;2722466.8090000004;1213770.5029999986;de
Ennenda;8755;0;Glarus;1632;GL;2724674.193;1210502.1020000018;de
Allenwinden;6319;0;Baar;1701;ZG;2684339.1779999994;1224328.5529999994;de
Baar;6340;0;Baar;1701;ZG;2682158.776999999;1227489.6609999985;de
Cham;6330;0;Cham;1702;ZG;2677391.723000001;1225873.7219999991;de
Hagendorn;6332;0;Cham;1702;ZG;2675258.8680000007;1228475.3060000017;de
Hünenberg;6331;0;Hünenberg;1703;ZG;2675002.8630000018;1225334.7840000018;de
Hünenberg See;6333;0;Hünenberg;1703;ZG;2676700.688000001;1224749.175999999;de
Menzingen;6313;0;Menzingen;1704;ZG;2690826.114;1225099.5749999993;de
Menzingen;6313;0;Menzingen;1704;ZG;2687298.3139999993;1225954.2210000008;de
Edlibach;6313;2;Menzingen;1704;ZG;2685869.75;1226040.625;de
Finstersee;6313;3;Menzingen;1704;ZG;2690308.107000001;1224702.449000001;de
Sihlbrugg;6340;4;Neuheim;1705;ZG;2686225.2619999982;1230250.6319999993;de
Neuheim;6345;0;Neuheim;1705;ZG;2686150.7509999983;1228912.515999999;de
Oberägeri;6315;0;Oberägeri;1706;ZG;2689194.807;1221067.5119999982;de
Alosen;6315;2;Oberägeri;1706;ZG;2690732.1970000006;1221776.8850000016;de
Morgarten;6315;3;Oberägeri;1706;ZG;2691229.0760000013;1217729.2239999995;de
Rotkreuz;6343;0;Risch;1707;ZG;2675168.802000001;1221442.2529999986;de
Buonas;6343;2;Risch;1707;ZG;2677235.0139999986;1221618.8090000004;de
Risch;6343;3;Risch;1707;ZG;2678005.4560000002;1220841.4450000003;de
Holzhäusern ZG;6343;4;Risch;1707;ZG;2675998.1779999994;1223042.3029999994;de
Steinhausen;6312;0;Steinhausen;1708;ZG;2679304.0029999986;1227758.3530000001;de
Unterägeri;6314;0;Unterägeri;1709;ZG;2686787.1180000007;1221456.3139999993;de
Neuägeri;6314;1;Unterägeri;1709;ZG;2685254.4239999987;1222988.5689999983;de
Walchwil;6318;0;Walchwil;1710;ZG;2681692.4880000018;1217143.3330000006;de
Zug;6300;0;Zug;1711;ZG;2681687.465;1224362.3460000008;de
Zugerberg;6300;5;Zug;1711;ZG;2683041.7710000016;1221956.8139999993;de
Oberwil b. Zug;6317;0;Zug;1711;ZG;2681039.1779999994;1222420.5150000006;de
Châtillon FR;1473;2;Châtillon (FR);2008;FR;2553388.6290000007;1187063.8709999993;fr
Cugy FR;1482;0;Cugy (FR);2011;FR;2558364.4450000003;1185003.6290000007;fr
Vesin;1483;3;Cugy (FR);2011;FR;2556808.405000001;1184211.8949999996;fr
Fétigny;1532;0;Fétigny;2016;FR;2560060.1330000013;1183014.9059999995;fr
Gletterens;1544;0;Gletterens;2022;FR;2561785.405000001;1193913.4439999983;fr
Lully FR;1470;2;Lully (FR);2025;FR;2554944.8550000004;1187263.7179999985;fr
Seiry;1470;3;Lully (FR);2025;FR;2553705.9990000017;1184727.3090000004;fr
Bollion;1470;4;Lully (FR);2025;FR;2553338.3709999993;1185285.3740000017;fr
Ménières;1533;0;Ménières;2027;FR;2557451.9109999985;1181593.9699999988;fr
Cousset;1774;0;Montagny (FR);2029;FR;2564845.0670000017;1185369.3480000012;fr
Cousset;1774;0;Montagny (FR);2029;FR;2564342.3049999997;1186283.6600000001;fr
Montagny-les-Monts;1774;2;Montagny (FR);2029;FR;2565910.5700000003;1184467.5989999995;fr
Mannens;1775;2;Montagny (FR);2029;FR;2564230.5210000016;1182485.2259999998;fr
Grandsivaz;1775;3;Montagny (FR);2029;FR;2565039.4979999997;1181680.6099999994;fr
Montagny-la-Ville;1776;0;Montagny (FR);2029;FR;2566177.390999999;1185245.835000001;fr
Nuvilly;1485;0;Nuvilly;2035;FR;2553571.8709999993;1181612.0009999983;fr
Prévondavaux;1410;4;Prévondavaux;2038;FR;2550667.0439999998;1175333.3489999995;fr
St-Aubin FR;1566;0;Saint-Aubin (FR);2041;FR;2565073.7650000006;1193326.7430000007;fr
Les Friques;1566;2;Saint-Aubin (FR);2041;FR;2565667.4010000005;1194790.5830000006;fr
Sévaz;1541;3;Sévaz;2043;FR;2557041.649;1187693.8390000015;fr
Villeneuve FR;1527;0;Surpierre;2044;FR;2556439.1889999993;1177355.5240000002;fr
Surpierre;1528;0;Surpierre;2044;FR;2555883.482999999;1177251.3790000007;fr
Praratoud;1528;2;Surpierre;2044;FR;2554820.659000002;1176105.7840000018;fr
Cheiry;1529;0;Surpierre;2044;FR;2553766.2690000013;1177750.0540000014;fr
Chapelle (Broye);1534;2;Surpierre;2044;FR;2555159.083999999;1180045.5359999985;fr
Vallon;1565;2;Vallon;2045;FR;2563012.1130000018;1192743.4659999982;fr
Montet (Broye);1483;0;Les Montets;2050;FR;2556504.3110000007;1185144.0289999992;fr
Frasses;1483;2;Les Montets;2050;FR;2556121.030000001;1186340.0089999996;fr
